,queried_protein,hit_protein,length,evalue,score,gaps,sequence
12,A0T0F3,Q117D3,69,9.67099e-27,235.0,7,sp|Q117D3.1| RecName: Full=Photosystem I reaction center subunit IV [Trichodesmium erythraeum IMS101]
13,A0T0F3,Q3AWF7,69,1.89302e-25,226.0,7,sp|Q3AWF7.1| RecName: Full=Photosystem I reaction center subunit IV [Synechococcus sp. CC9902]
14,A0T0F3,Q1XDG0,62,2.24577e-24,219.0,0,sp|Q1XDG0.1| RecName: Full=Photosystem I reaction center subunit IV; Short=PSI-E [Neopyropia yezoensis]
15,A0T0F3,P69403,62,2.29562e-24,219.0,0,sp|P69403.1| RecName: Full=Photosystem I reaction center subunit IV; Short=PSI-E [Porphyra purpurea] >sp|P69404.1| RecName: Full=Photosystem I reaction center subunit IV; Short=PSI-E [Porphyra umbilicalis]
16,A0T0F3,Q3AMB5,69,2.38812e-24,219.0,7,sp|Q3AMB5.1| RecName: Full=Photosystem I reaction center subunit IV [Synechococcus sp. CC9605]
17,A0T0F3,P48114,70,4.06214e-24,217.0,0,sp|P48114.1| RecName: Full=Photosystem I reaction center subunit IV; Short=PSI-E [Cyanophora paradoxa]
18,A0T0F3,P12352,97,7.84016e-24,218.0,0,"sp|P12352.1| RecName: Full=Photosystem I reaction center subunit IV, chloroplastic; Short=PSI-E; AltName: Full=P30 protein; AltName: Full=Photosystem I 8.1 kDa protein; Flags: Precursor [Chlamydomonas reinhardtii]"
19,A0T0F3,Q7U4V3,69,1.59388e-23,214.0,7,sp|Q7U4V3.1| RecName: Full=Photosystem I reaction center subunit IV [Parasynechococcus marenigrum WH 8102]
0,A0T0F5,A0T0F5,64,3.00245e-40,322.0,0,"sp|A0T0F5.1| RecName: Full=50S ribosomal protein L35, chloroplastic [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0F5,A0T0Q1,64,1.74076e-31,265.0,0,"sp|A0T0Q1.1| RecName: Full=50S ribosomal protein L35, chloroplastic [Thalassiosira pseudonana]"
2,A0T0F5,P49567,64,1.58852e-29,252.0,0,"sp|P49567.1| RecName: Full=50S ribosomal protein L35, chloroplastic [Trieres chinensis]"
3,A0T0F5,Q3B0U8,65,3.18834e-21,198.0,0,sp|Q3B0U8.1| RecName: Full=50S ribosomal protein L35 [Synechococcus sp. CC9902]
4,A0T0F5,Q3ANJ5,65,1.60008e-20,193.0,0,sp|Q3ANJ5.1| RecName: Full=50S ribosomal protein L35 [Synechococcus sp. CC9605]
5,A0T0F5,A5GHS0,65,1.93139e-19,186.0,0,sp|A5GHS0.1| RecName: Full=50S ribosomal protein L35 [Synechococcus sp. WH 7803]
6,A0T0F5,Q0IE25,65,2.06281e-19,186.0,0,sp|Q0IE25.1| RecName: Full=50S ribosomal protein L35 [Synechococcus sp. CC9311]
7,A0T0F5,A9BDA5,65,4.85418e-19,183.0,0,sp|A9BDA5.1| RecName: Full=50S ribosomal protein L35 [Prochlorococcus marinus str. MIT 9211]
8,A0T0F5,Q7V9L2,65,6.97187e-19,182.0,0,sp|Q7V9L2.1| RecName: Full=50S ribosomal protein L35 [Prochlorococcus marinus subsp. marinus str. CCMP1375]
9,A0T0F5,A2C5C6,65,1.26076e-18,181.0,0,sp|A2C5C6.1| RecName: Full=50S ribosomal protein L35 [Prochlorococcus marinus str. NATL1A] >sp|Q46IC9.1| RecName: Full=50S ribosomal protein L35 [Prochlorococcus marinus str. NATL2A]
10,A0T0F5,Q3M7I2,65,2.77755e-18,178.0,0,sp|Q3M7I2.1| RecName: Full=50S ribosomal protein L35 [Trichormus variabilis ATCC 29413] >sp|Q8YRL9.1| RecName: Full=50S ribosomal protein L35 [Nostoc sp. PCC 7120 = FACHB-418]
11,A0T0F5,P14810,65,5.19055e-18,176.0,0,"sp|P14810.1| RecName: Full=50S ribosomal protein L35, cyanelle [Cyanophora paradoxa]"
12,A0T0F5,A2C5Q7,65,5.85621e-18,176.0,0,sp|A2C5Q7.1| RecName: Full=50S ribosomal protein L35 [Prochlorococcus marinus str. MIT 9303] >sp|Q7V998.1| RecName: Full=50S ribosomal protein L35 [Prochlorococcus marinus str. MIT 9313]
13,A0T0F5,B7K6S5,67,1.82426e-17,173.0,2,sp|B7K6S5.1| RecName: Full=50S ribosomal protein L35 [Gloeothece citriformis PCC 7424]
14,A0T0F5,B2J0D1,65,3.86326e-17,171.0,0,sp|B2J0D1.1| RecName: Full=50S ribosomal protein L35 [Nostoc punctiforme PCC 73102]
15,A0T0F5,Q31NR1,66,4.04916e-17,171.0,0,sp|Q31NR1.1| RecName: Full=50S ribosomal protein L35 [Synechococcus elongatus PCC 7942 = FACHB-805] >sp|Q5N5F4.1| RecName: Full=50S ribosomal protein L35 [Synechococcus elongatus PCC 6301]
16,A0T0F5,B0BZS9,65,4.70643e-17,170.0,0,sp|B0BZS9.1| RecName: Full=50S ribosomal protein L35 [Acaryochloris marina MBIC11017]
17,A0T0F5,Q7UA42,65,4.75833e-17,170.0,0,sp|Q7UA42.1| RecName: Full=50S ribosomal protein L35 [Parasynechococcus marenigrum WH 8102]
18,A0T0F5,B8HPI6,65,5.1947e-17,170.0,0,sp|B8HPI6.1| RecName: Full=50S ribosomal protein L35 [Cyanothece sp. PCC 7425]
19,A0T0F5,A3PFE9,65,6.75887e-17,169.0,0,sp|A3PFE9.1| RecName: Full=50S ribosomal protein L35 [Prochlorococcus marinus str. MIT 9301]
0,A0T0F6,A0T0F6,112,1.08019e-74,558.0,0,"sp|A0T0F6.1| RecName: Full=50S ribosomal protein L20, chloroplastic [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0F6,P49556,114,1.09969e-59,459.0,0,"sp|P49556.1| RecName: Full=50S ribosomal protein L20, chloroplastic [Trieres chinensis]"
2,A0T0F6,A0T0Q2,117,9.01854e-57,441.0,0,"sp|A0T0Q2.1| RecName: Full=50S ribosomal protein L20, chloroplastic [Thalassiosira pseudonana]"
3,A0T0F6,A6MVY4,116,9.42203e-48,381.0,0,"sp|A6MVY4.1| RecName: Full=50S ribosomal protein L20, chloroplastic [Rhodomonas salina]"
4,A0T0F6,Q6B8T4,118,4.06955e-46,371.0,0,"sp|Q6B8T4.1| RecName: Full=50S ribosomal protein L20, chloroplastic [Gracilaria tenuistipitata var. liui]"
5,A0T0F6,Q9MUP7,115,4.23168e-46,370.0,0,"sp|Q9MUP7.1| RecName: Full=50S ribosomal protein L20, chloroplastic [Mesostigma viride]"
6,A0T0F6,P14809,114,6.36077e-46,369.0,0,"sp|P14809.3| RecName: Full=50S ribosomal protein L20, cyanelle [Cyanophora paradoxa]"
7,A0T0F6,O78495,114,3.32741e-45,364.0,0,"sp|O78495.1| RecName: Full=50S ribosomal protein L20, chloroplastic [Guillardia theta]"
8,A0T0F6,B8HPI7,118,2.39062e-43,353.0,0,sp|B8HPI7.1| RecName: Full=50S ribosomal protein L20 [Cyanothece sp. PCC 7425]
9,A0T0F6,B1WXF7,117,5.5693e-43,350.0,0,sp|B1WXF7.1| RecName: Full=50S ribosomal protein L20 [Crocosphaera subtropica ATCC 51142]
10,A0T0F6,B0K3L3,119,5.72831e-43,350.0,0,sp|B0K3L3.1| RecName: Full=50S ribosomal protein L20 [Thermoanaerobacter sp. X514]
11,A0T0F6,B1XIQ9,116,1.00856e-42,348.0,0,sp|B1XIQ9.1| RecName: Full=50S ribosomal protein L20 [Synechococcus sp. PCC 7002]
12,A0T0F6,Q7NGV3,119,2.86535e-42,346.0,0,sp|Q7NGV3.1| RecName: Full=50S ribosomal protein L20 [Gloeobacter violaceus PCC 7421]
13,A0T0F6,B7K4V4,117,3.8278e-42,345.0,0,sp|B7K4V4.1| RecName: Full=50S ribosomal protein L20 [Rippkaea orientalis PCC 8801]
14,A0T0F6,B7K6S6,117,4.71322e-42,344.0,0,sp|B7K6S6.1| RecName: Full=50S ribosomal protein L20 [Gloeothece citriformis PCC 7424]
15,A0T0F6,B2J0D0,118,5.72611e-42,344.0,0,sp|B2J0D0.1| RecName: Full=50S ribosomal protein L20 [Nostoc punctiforme PCC 73102] >sp|Q8YRL8.1| RecName: Full=50S ribosomal protein L20 [Nostoc sp. PCC 7120 = FACHB-418]
16,A0T0F6,B0JSJ8,115,5.96135e-42,343.0,0,sp|B0JSJ8.1| RecName: Full=50S ribosomal protein L20 [Microcystis aeruginosa NIES-843]
17,A0T0F6,B0K8B5,119,6.09996e-42,343.0,0,sp|B0K8B5.1| RecName: Full=50S ribosomal protein L20 [Thermoanaerobacter pseudethanolicus ATCC 33223]
18,A0T0F6,P48957,117,6.76503e-42,343.0,0,sp|P48957.1| RecName: Full=50S ribosomal protein L20 [Synechocystis sp. PCC 6803 substr. Kazusa]
19,A0T0F6,Q8R9C4,119,1.24291e-41,341.0,0,sp|Q8R9C4.1| RecName: Full=50S ribosomal protein L20 [Caldanaerobacter subterraneus subsp. tengcongensis MB4]
0,A0T0F8,A0T0F8,76,4.28353e-49,382.0,0,sp|A0T0F8.1| RecName: Full=Acyl carrier protein; Short=ACP [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0F8,P27060,80,1.9142e-27,241.0,0,sp|P27060.2| RecName: Full=Acyl carrier protein; Short=ACP [Cylindrotheca sp. (STRAIN N1)]
2,A0T0F8,P49517,80,1.24859e-26,236.0,0,sp|P49517.1| RecName: Full=Acyl carrier protein; Short=ACP [Trieres chinensis]
3,A0T0F8,Q6MLJ8,78,2.20341e-21,201.0,0,sp|Q6MLJ8.1| RecName: Full=Acyl carrier protein; Short=ACP [Bdellovibrio bacteriovorus HD100]
4,A0T0F8,Q9KA04,77,5.94442e-21,198.0,0,sp|Q9KA04.1| RecName: Full=Acyl carrier protein; Short=ACP [Halalkalibacterium halodurans C-125]
5,A0T0F8,A7Z4L2,77,8.07891e-21,197.0,0,sp|A7Z4L2.1| RecName: Full=Acyl carrier protein; Short=ACP [Bacillus velezensis FZB42] >sp|P80643.1| RecName: Full=Acyl carrier protein; Short=ACP [Bacillus subtilis subsp. subtilis str. 168]
6,A0T0F8,Q8R9W1,76,1.00125e-20,196.0,0,sp|Q8R9W1.2| RecName: Full=Acyl carrier protein; Short=ACP [Caldanaerobacter subterraneus subsp. tengcongensis MB4]
7,A0T0F8,B0K1W0,75,1.35468e-20,196.0,0,sp|B0K1W0.1| RecName: Full=Acyl carrier protein; Short=ACP [Thermoanaerobacter sp. X514] >sp|B0K9X7.1| RecName: Full=Acyl carrier protein; Short=ACP [Thermoanaerobacter pseudethanolicus ATCC 33223]
8,A0T0F8,Q5WFM5,77,1.4922e-20,195.0,0,sp|Q5WFM5.1| RecName: Full=Acyl carrier protein; Short=ACP [Alkalihalobacillus clausii KSM-K16]
9,A0T0F8,Q2JQZ8,81,1.69616e-20,195.0,0,sp|Q2JQZ8.1| RecName: Full=Acyl carrier protein; Short=ACP [Synechococcus sp. JA-3-3Ab]
10,A0T0F8,A7ZF37,77,2.09572e-20,194.0,0,sp|A7ZF37.1| RecName: Full=Acyl carrier protein; Short=ACP [Campylobacter concisus 13826]
11,A0T0F8,C0ZFP2,77,3.99998e-20,193.0,0,sp|C0ZFP2.1| RecName: Full=Acyl carrier protein; Short=ACP [Brevibacillus brevis NBRC 100599]
12,A0T0F8,Q97IA5,77,4.56196e-20,192.0,0,sp|Q97IA5.1| RecName: Full=Acyl carrier protein; Short=ACP [Clostridium acetobutylicum ATCC 824]
13,A0T0F8,A8FD57,77,6.62085e-20,191.0,0,sp|A8FD57.1| RecName: Full=Acyl carrier protein; Short=ACP [Bacillus pumilus SAFR-032]
14,A0T0F8,B2A2M9,76,8.76391e-20,190.0,0,sp|B2A2M9.1| RecName: Full=Acyl carrier protein; Short=ACP [Natranaerobius thermophilus JW/NM-WN-LF]
15,A0T0F8,Q65JQ6,77,1.02616e-19,190.0,0,sp|Q65JQ6.1| RecName: Full=Acyl carrier protein; Short=ACP [Bacillus licheniformis DSM 13 = ATCC 14580]
16,A0T0F8,Q8RGX5,75,1.57668e-19,189.0,0,sp|Q8RGX5.1| RecName: Full=Acyl carrier protein; Short=ACP [Fusobacterium nucleatum subsp. nucleatum ATCC 25586]
17,A0T0F8,Q7M9W1,76,1.74756e-19,188.0,0,sp|Q7M9W1.1| RecName: Full=Acyl carrier protein; Short=ACP [Wolinella succinogenes DSM 1740]
18,A0T0F8,C0QUD3,76,1.92863e-19,188.0,0,sp|C0QUD3.1| RecName: Full=Acyl carrier protein; Short=ACP [Persephonella marina EX-H1]
19,A0T0F8,A4G6S9,80,2.44346e-19,188.0,0,sp|A4G6S9.1| RecName: Full=Acyl carrier protein; Short=ACP [Herminiimonas arsenicoxydans]
0,A0T0G0,A0T0G0,36,3.33737e-18,173.0,0,sp|A0T0G0.1| RecName: Full=Photosystem II protein Y [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0G0,A0T0V3,36,4.36846e-17,165.0,0,sp|A0T0V3.1| RecName: Full=Photosystem II protein Y [Thalassiosira pseudonana]
2,A0T0G0,P49543,36,2.16163e-15,154.0,0,sp|P49543.1| RecName: Full=Photosystem II protein Y [Trieres chinensis]
3,A0T0G0,Q4G385,35,6.66252e-11,125.0,0,sp|Q4G385.1| RecName: Full=Photosystem II protein Y [Emiliania huxleyi]
4,A0T0G0,Q1XDT1,36,2.06563e-09,115.0,0,sp|Q1XDT1.1| RecName: Full=Photosystem II protein Y [Neopyropia yezoensis]
5,A0T0G0,P51206,36,3.69816e-09,113.0,0,sp|P51206.1| RecName: Full=Photosystem II protein Y [Porphyra purpurea]
6,A0T0G0,Q31LS7,40,1.03285e-08,111.0,0,sp|Q31LS7.1| RecName: Full=Photosystem II protein Y [Synechococcus elongatus PCC 7942 = FACHB-805] >sp|Q5N047.1| RecName: Full=Photosystem II protein Y [Synechococcus elongatus PCC 6301]
7,A0T0G0,Q6B935,34,1.13493e-08,110.0,0,sp|Q6B935.1| RecName: Full=Photosystem II protein Y [Gracilaria tenuistipitata var. liui]
8,A0T0G0,B7JX92,39,4.51867e-08,106.0,0,sp|B7JX92.1| RecName: Full=Photosystem II protein Y [Rippkaea orientalis PCC 8801]
9,A0T0G0,B7KIS7,41,5.84234e-08,106.0,0,sp|B7KIS7.1| RecName: Full=Photosystem II protein Y [Gloeothece citriformis PCC 7424]
10,A0T0G0,O78433,37,9.83351e-08,104.0,0,sp|O78433.1| RecName: Full=Photosystem II protein Y [Guillardia theta]
11,A0T0G0,A5GU84,40,1.18403e-07,104.0,1,sp|A5GU84.1| RecName: Full=Photosystem II protein Y [Synechococcus sp. RCC307]
12,A0T0G0,A5GLJ4,40,2.28903e-07,102.0,0,sp|A5GLJ4.1| RecName: Full=Photosystem II protein Y [Synechococcus sp. WH 7803]
13,A0T0G0,P59908,43,5.34514e-07,100.0,0,sp|P59908.1| RecName: Full=Photosystem II protein Y [Parasynechococcus marenigrum WH 8102]
14,A0T0G0,Q10WA3,39,7.69292e-07,98.0,0,sp|Q10WA3.1| RecName: Full=Photosystem II protein Y [Trichodesmium erythraeum IMS101]
15,A0T0G0,Q85G61,35,9.65989e-07,97.0,0,sp|Q85G61.1| RecName: Full=Photosystem II protein Y [Cyanidioschyzon merolae strain 10D]
16,A0T0G0,B2J1B5,41,1.10989e-06,97.0,0,sp|B2J1B5.1| RecName: Full=Photosystem II protein Y [Nostoc punctiforme PCC 73102]
17,A0T0G0,O19893,37,1.24444e-06,97.0,0,sp|O19893.1| RecName: Full=Photosystem II protein Y [Cyanidium caldarium]
18,A0T0G0,Q9BAC7,27,1.28781e-06,96.0,0,sp|Q9BAC7.1| RecName: Full=Photosystem II protein Y [Fucus vesiculosus]
19,A0T0G0,B1XLQ0,38,5.00013e-06,93.0,0,sp|B1XLQ0.1| RecName: Full=Photosystem II protein Y [Synechococcus sp. PCC 7002]
0,A0T0G1,A0T0G1,55,1.29136e-32,270.0,0,"sp|A0T0G1.1| RecName: Full=50S ribosomal protein L32, chloroplastic [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0G1,A0T0V4,54,3.20434e-25,222.0,0,"sp|A0T0V4.1| RecName: Full=50S ribosomal protein L32, chloroplastic [Thalassiosira pseudonana]"
2,A0T0G1,P49564,58,1.20976e-18,179.0,0,"sp|P49564.2| RecName: Full=50S ribosomal protein L32, chloroplastic [Trieres chinensis]"
3,A0T0G1,P51207,59,2.40247e-17,171.0,0,"sp|P51207.1| RecName: Full=50S ribosomal protein L32, chloroplastic [Porphyra purpurea]"
4,A0T0G1,Q1XDT0,59,1.45746e-15,159.0,0,"sp|Q1XDT0.1| RecName: Full=50S ribosomal protein L32, chloroplastic [Neopyropia yezoensis]"
5,A0T0G1,Q7VBW1,57,4.75061e-15,155.0,0,sp|Q7VBW1.1| RecName: Full=50S ribosomal protein L32 [Prochlorococcus marinus subsp. marinus str. CCMP1375]
6,A0T0G1,B1XQI5,55,1.07879e-14,153.0,1,sp|B1XQI5.1| RecName: Full=50S ribosomal protein L32 [Synechococcus sp. PCC 7002]
7,A0T0G1,Q31PJ2,58,3.43154e-14,150.0,0,sp|Q31PJ2.1| RecName: Full=50S ribosomal protein L32 [Synechococcus elongatus PCC 7942 = FACHB-805] >sp|Q5N4N2.1| RecName: Full=50S ribosomal protein L32 [Synechococcus elongatus PCC 6301]
8,A0T0G1,Q7U6X6,58,8.53225e-14,147.0,1,sp|Q7U6X6.1| RecName: Full=50S ribosomal protein L32 [Parasynechococcus marenigrum WH 8102]
9,A0T0G1,A9BAH6,58,8.91511e-14,147.0,0,sp|A9BAH6.1| RecName: Full=50S ribosomal protein L32 [Prochlorococcus marinus str. MIT 9211]
10,A0T0G1,B7K5G2,57,2.75628e-13,144.0,1,sp|B7K5G2.1| RecName: Full=50S ribosomal protein L32 [Rippkaea orientalis PCC 8801]
11,A0T0G1,B1WY20,58,3.01375e-13,144.0,0,sp|B1WY20.1| RecName: Full=50S ribosomal protein L32 [Crocosphaera subtropica ATCC 51142]
12,A0T0G1,Q6B934,57,3.21398e-13,143.0,0,"sp|Q6B934.1| RecName: Full=50S ribosomal protein L32, chloroplastic [Gracilaria tenuistipitata var. liui]"
13,A0T0G1,Q118B3,58,3.87891e-13,143.0,0,sp|Q118B3.1| RecName: Full=50S ribosomal protein L32 [Trichodesmium erythraeum IMS101]
14,A0T0G1,B7KJG8,57,4.0469e-13,143.0,0,sp|B7KJG8.1| RecName: Full=50S ribosomal protein L32 [Gloeothece citriformis PCC 7424]
15,A0T0G1,Q7YJT5,57,4.1367e-13,143.0,0,"sp|Q7YJT5.1| RecName: Full=50S ribosomal protein L32, chloroplastic [Calycanthus floridus var. glaucus]"
16,A0T0G1,Q3AXR9,58,7.09241e-13,141.0,0,sp|Q3AXR9.1| RecName: Full=50S ribosomal protein L32 [Synechococcus sp. CC9902]
17,A0T0G1,A2C283,59,1.21601e-12,140.0,0,sp|A2C283.1| RecName: Full=50S ribosomal protein L32 [Prochlorococcus marinus str. NATL1A] >sp|Q46KY2.1| RecName: Full=50S ribosomal protein L32 [Prochlorococcus marinus str. NATL2A]
18,A0T0G1,B3DFA5,60,2.51226e-12,138.0,0,sp|B3DFA5.1| RecName: Full=50S ribosomal protein L32 [Microcystis aeruginosa NIES-843]
19,A0T0G1,B2IT82,57,4.88446e-12,136.0,1,sp|B2IT82.1| RecName: Full=50S ribosomal protein L32 [Nostoc punctiforme PCC 73102]
0,A0T0G2,A0T0G2,307,0.0,1565.0,0,sp|A0T0G2.1| RecName: Full=Probable RuBisCO transcriptional regulator [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0G2,P49518,309,1.02753e-156,1138.0,2,sp|P49518.1| RecName: Full=Probable RuBisCO transcriptional regulator [Trieres chinensis]
2,A0T0G2,A0T0V5,307,6.09158e-153,1113.0,2,sp|A0T0V5.1| RecName: Full=Probable RuBisCO transcriptional regulator [Thalassiosira pseudonana]
3,A0T0G2,P51205,317,3.41584e-117,879.0,0,sp|P51205.1| RecName: Full=Probable RuBisCO transcriptional regulator [Porphyra purpurea]
4,A0T0G2,Q1XDT2,317,6.64871e-117,877.0,0,sp|Q1XDT2.1| RecName: Full=Probable RuBisCO transcriptional regulator [Neopyropia yezoensis]
5,A0T0G2,P48271,324,4.23737e-116,872.0,0,sp|P48271.1| RecName: Full=Probable RuBisCO transcriptional regulator [Cyanophora paradoxa]
6,A0T0G2,Q6B936,309,4.60042e-116,870.0,0,sp|Q6B936.1| RecName: Full=Probable RuBisCO transcriptional regulator [Gracilaria tenuistipitata var. liui]
7,A0T0G2,P73123,345,2.59554e-112,849.0,0,sp|P73123.1| RecName: Full=Probable RuBisCO transcriptional regulator [Synechocystis sp. PCC 6803 substr. Kazusa]
8,A0T0G2,O78432,310,2.95335e-112,845.0,0,sp|O78432.1| RecName: Full=Probable RuBisCO transcriptional regulator [Guillardia theta]
9,A0T0G2,Q85G62,303,3.89833e-109,824.0,0,sp|Q85G62.1| RecName: Full=Probable RuBisCO transcriptional regulator [Cyanidioschyzon merolae strain 10D]
10,A0T0G2,A2CI69,313,9.20353e-109,823.0,0,sp|A2CI69.1| RecName: Full=Probable RuBisCO transcriptional regulator [Chlorokybus atmophyticus]
11,A0T0G2,Q3MCB5,337,3.26325e-108,821.0,0,sp|Q3MCB5.1| RecName: Full=Probable RuBisCO transcriptional regulator [Trichormus variabilis ATCC 29413]
12,A0T0G2,O19892,317,4.15752e-108,819.0,0,sp|O19892.1| RecName: Full=Probable RuBisCO transcriptional regulator [Cyanidium caldarium]
13,A0T0G2,Q8YQ82,337,1.62015e-107,817.0,0,sp|Q8YQ82.1| RecName: Full=Probable RuBisCO transcriptional regulator [Nostoc sp. PCC 7120 = FACHB-418]
14,A0T0G2,Q4G384,314,2.20954e-103,787.0,0,sp|Q4G384.1| RecName: Full=Probable RuBisCO transcriptional regulator [Emiliania huxleyi]
15,A0T0G2,P39647,299,5.00037e-42,377.0,6,sp|P39647.1| RecName: Full=HTH-type transcriptional regulator CysL; AltName: Full=CysJI operon transcriptional activator [Bacillus subtilis subsp. subtilis str. 168]
16,A0T0G2,P25544,302,7.41599e-34,322.0,11,sp|P25544.1| RecName: Full=RuBisCO operon transcriptional regulator [Allochromatium vinosum]
17,A0T0G2,Q55459,304,4.08169e-31,303.0,7,sp|Q55459.1| RecName: Full=HTH-type transcriptional activator CmpR [Synechocystis sp. PCC 6803 substr. Kazusa]
18,A0T0G2,P0ACR4,293,2.16178e-30,297.0,11,sp|P0ACR4.1| RecName: Full=Uncharacterized HTH-type transcriptional regulator YeiE [Escherichia coli K-12] >sp|P0ACR5.1| RecName: Full=Uncharacterized HTH-type transcriptional regulator YeiE [Escherichia coli CFT073] >sp|P0ACR6.1| RecName: Full=Uncharacterized HTH-type transcriptional regulator YeiE [Escherichia coli O157:H7]
19,A0T0G2,P25545,333,3.65673e-29,291.0,12,sp|P25545.2| RecName: Full=HTH-type transcriptional regulator CbbR; AltName: Full=RuBisCO operon transcriptional regulator [Xanthobacter flavus]
0,A0T0G3,A0T0G3,105,6.67029e-71,531.0,0,"sp|A0T0G3.1| RecName: Full=50S ribosomal protein L21, chloroplastic [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0G3,P49557,105,1.07269e-65,497.0,0,"sp|P49557.1| RecName: Full=50S ribosomal protein L21, chloroplastic [Trieres chinensis]"
2,A0T0G3,A0T0V6,105,2.86361e-63,481.0,0,"sp|A0T0V6.1| RecName: Full=50S ribosomal protein L21, chloroplastic [Thalassiosira pseudonana]"
3,A0T0G3,O78429,104,1.52163e-44,358.0,0,"sp|O78429.1| RecName: Full=50S ribosomal protein L21, chloroplastic [Guillardia theta]"
4,A0T0G3,Q2JT18,135,6.04956e-40,331.0,1,sp|Q2JT18.1| RecName: Full=50S ribosomal protein L21 [Synechococcus sp. JA-3-3Ab]
5,A0T0G3,A2C4B7,139,1.7662e-39,328.0,0,sp|A2C4B7.1| RecName: Full=50S ribosomal protein L21 [Prochlorococcus marinus str. NATL1A]
6,A0T0G3,Q46JC2,139,1.94889e-39,328.0,0,sp|Q46JC2.1| RecName: Full=50S ribosomal protein L21 [Prochlorococcus marinus str. NATL2A]
7,A0T0G3,Q0I801,125,7.03249e-38,316.0,0,sp|Q0I801.1| RecName: Full=50S ribosomal protein L21 [Synechococcus sp. CC9311]
8,A0T0G3,Q6B932,106,2.42925e-37,311.0,0,"sp|Q6B932.1| RecName: Full=50S ribosomal protein L21, chloroplastic [Gracilaria tenuistipitata var. liui]"
9,A0T0G3,Q7VAN3,152,2.53083e-36,308.0,0,sp|Q7VAN3.1| RecName: Full=50S ribosomal protein L21 [Prochlorococcus marinus subsp. marinus str. CCMP1375]
10,A0T0G3,B8HUY7,130,4.7214e-36,305.0,0,sp|B8HUY7.1| RecName: Full=50S ribosomal protein L21 [Cyanothece sp. PCC 7425]
11,A0T0G3,A5GN78,124,1.34637e-35,301.0,0,sp|A5GN78.1| RecName: Full=50S ribosomal protein L21 [Synechococcus sp. WH 7803]
12,A0T0G3,A8G6F5,147,2.00879e-35,302.0,0,sp|A8G6F5.1| RecName: Full=50S ribosomal protein L21 [Prochlorococcus marinus str. MIT 9215]
13,A0T0G3,A5GV21,136,5.65256e-35,298.0,0,sp|A5GV21.1| RecName: Full=50S ribosomal protein L21 [Synechococcus sp. RCC307]
14,A0T0G3,A3PEH8,146,5.87922e-35,299.0,0,sp|A3PEH8.1| RecName: Full=50S ribosomal protein L21 [Prochlorococcus marinus str. MIT 9301]
15,A0T0G3,Q319E3,146,1.15694e-34,297.0,0,sp|Q319E3.1| RecName: Full=50S ribosomal protein L21 [Prochlorococcus marinus str. MIT 9312]
16,A0T0G3,Q7V0C2,146,1.34801e-34,297.0,0,sp|Q7V0C2.1| RecName: Full=50S ribosomal protein L21 [Prochlorococcus marinus subsp. pastoris str. CCMP1986]
17,A0T0G3,A2BY51,146,2.56701e-34,295.0,0,sp|A2BY51.1| RecName: Full=50S ribosomal protein L21 [Prochlorococcus marinus str. MIT 9515]
18,A0T0G3,A2C733,133,8.04349e-34,290.0,1,sp|A2C733.1| RecName: Full=50S ribosomal protein L21 [Prochlorococcus marinus str. MIT 9303]
19,A0T0G3,Q5N597,127,2.37413e-33,287.0,0,sp|Q5N597.1| RecName: Full=50S ribosomal protein L21 [Synechococcus elongatus PCC 6301]
0,A0T0G4,A0T0G4,83,4.49882e-55,423.0,0,"sp|A0T0G4.1| RecName: Full=50S ribosomal protein L27, chloroplastic [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0G4,P49561,83,3.54383e-44,352.0,0,"sp|P49561.1| RecName: Full=50S ribosomal protein L27, chloroplastic [Trieres chinensis]"
2,A0T0G4,A0T0V7,84,4.82662e-42,338.0,0,"sp|A0T0V7.1| RecName: Full=50S ribosomal protein L27, chloroplastic [Thalassiosira pseudonana]"
3,A0T0G4,P51210,86,3.11971e-37,306.0,0,"sp|P51210.1| RecName: Full=50S ribosomal protein L27, chloroplastic [Porphyra purpurea]"
4,A0T0G4,Q1XDS7,86,7.84109e-37,304.0,0,"sp|Q1XDS7.1| RecName: Full=50S ribosomal protein L27, chloroplastic [Neopyropia yezoensis]"
5,A0T0G4,Q04Q89,84,4.15435e-34,286.0,0,sp|Q04Q89.1| RecName: Full=50S ribosomal protein L27 [Leptospira borgpetersenii serovar Hardjo-bovis str. JB197] >sp|Q054P5.1| RecName: Full=50S ribosomal protein L27 [Leptospira borgpetersenii serovar Hardjo-bovis str. L550] >sp|Q72NQ6.1| RecName: Full=50S ribosomal protein L27 [Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130] >sp|Q8F7U1.1| RecName: Full=50S ribosomal protein L27 [Leptospira interrogans serovar Lai str. 56601]
6,A0T0G4,B5YJ66,89,7.35746e-34,285.0,0,sp|B5YJ66.1| RecName: Full=50S ribosomal protein L27 [Thermodesulfovibrio yellowstonii DSM 11347]
