Protein1,Protein2,DB,Organism,Length,Score,Identities,Positives,E
A0T0I7,Q7NEG0,SP,Gloeobacter violaceus (strain ATCC 29082 / PCC 7421) ,70,168,42.9,67.1,1.2e-06
A0T0I7,B0JHZ5,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,72,166,42.4,88.1,1.7e-06
A0T0I7,P73312,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,73,164,41.8,79.1,2.5e-06
A0T0I7,O24697,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,64,163,42.4,79.7,2.6e-06
A0T0I7,Q31L15,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,64,163,42.4,79.7,2.6e-06
A0T0I7,Q6B8W1,SP,Gracilaria tenuistipitata var. liui ,66,163,42.4,79.7,2.7e-06
A0T0I7,Q1XDI2,SP,Neopyropia yezoensis ,68,162,34.8,80.3,3.3e-06
A0T0I7,Q8DMM4,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,70,159,42.9,73.0,5.9e-06
A0T0I7,B8HMR2,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,74,156,36.5,74.3,1.1e-05
A0T0I7,B7KHZ5,SP,Gloeothece citriformis (strain PCC 7424) ,76,156,42.4,76.3,1.1e-05
A0T0I7,A9BCN9,SP,Prochlorococcus marinus (strain MIT 9211) ,70,152,38.1,79.4,2.1e-05
A0T0I7,A2C4Z1,SP,Prochlorococcus marinus (strain NATL1A) ,70,151,41.3,76.2,2.5e-05
A0T0I7,Q8YPI7,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,74,151,41.3,73.0,2.6e-05
A0T0I7,Q3MFB3,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,74,151,41.3,73.0,2.6e-05
A0T0I7,Q46IR7,SP,Prochlorococcus marinus (strain NATL2A) ,70,149,41.3,76.2,3.5e-05
A0T0I8,A0T0I8,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,84,548,100.0,100.0,6.3e-38
A0T0I8,P49504,SP,Trieres chinensis ,84,473,78.6,95.2,8e-32
A0T0I8,A0T0Y2,SP,Thalassiosira pseudonana ,84,468,75.9,98.8,2e-31
A0T0I8,P73311,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,81,339,56.8,86.4,6.1e-21
A0T0I8,Q3MFB2,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,81,331,55.1,85.9,2.7e-20
A0T0I8,Q8YPI8,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,81,331,55.1,85.9,2.7e-20
A0T0I8,O66439,SP,Aquifex aeolicus (strain VF5) ,107,324,54.5,85.7,1.4e-19
A0T0I8,C5CGQ5,SP,Kosmotoga olearia (strain ATCC BAA-1733 / DSM 21960 / TBF 19.5.1) ,101,323,55.0,83.8,1.6e-19
A0T0I8,Q8DMM3,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,82,319,55.1,83.3,2.6e-19
A0T0I8,Q0ID14,SP,Synechococcus sp. (strain CC9311) ,88,319,51.2,82.5,2.9e-19
A0T0I8,Q1XDI3,SP,Neopyropia yezoensis ,83,318,58.7,80.0,3.2e-19
A0T0I8,Q110B6,SP,Trichodesmium erythraeum (strain IMS101) ,83,318,56.6,83.1,3.2e-19
A0T0I8,B9K895,SP,Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E) ,112,319,54.4,82.3,3.8e-19
A0T0I8,Q3AMN9,SP,Synechococcus sp. (strain CC9605) ,98,317,51.2,82.5,4.7e-19
A0T0I8,Q2JV90,SP,Synechococcus sp. (strain JA-3-3Ab) ,83,315,54.5,81.8,5.7e-19
A0T0I8,Q3AW84,SP,Synechococcus sp. (strain CC9902) ,95,315,50.0,82.5,6.6e-19
A0T0I8,Q7U4J1,SP,Parasynechococcus marenigrum (strain WH8102) ,103,315,50.0,82.5,7.3e-19
A0T0I8,A5GVW9,SP,Synechococcus sp. (strain RCC307) ,83,313,49.4,82.7,8.2e-19
A0T0I8,Q2JIL8,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,83,312,57.1,80.5,9.9e-19
A0T0I8,P51305,SP,Porphyra purpurea ,83,310,56.2,77.5,1.4e-18
A0T0I9,A0T0I9,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,121,774,100.0,100.0,6.9e-50
A0T0I9,P49552,SP,Trieres chinensis ,121,731,89.3,99.2,9.7e-47
A0T0I9,A0T0Y3,SP,Thalassiosira pseudonana ,121,723,88.4,99.2,3.7e-46
A0T0I9,A6MW11,SP,Rhodomonas salina ,121,657,79.3,95.9,2.5e-41
A0T0I9,O46904,SP,Guillardia theta ,121,652,78.5,95.9,5.9e-41
A0T0I9,Q9TL22,SP,Nephroselmis olivacea ,121,624,76.0,94.2,6.6e-39
A0T0I9,Q31L17,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,121,623,76.0,95.0,7.8e-39
A0T0I9,O24699,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,121,623,76.0,95.0,7.8e-39
A0T0I9,P51304,SP,Porphyra purpurea ,122,623,76.2,95.1,7.9e-39
A0T0I9,Q1XDI4,SP,Neopyropia yezoensis ,122,614,76.2,93.4,3.6e-38
A0T0I9,Q110B7,SP,Trichodesmium erythraeum (strain IMS101) ,122,614,76.2,95.1,3.6e-38
A0T0I9,Q2JIL7,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,122,610,74.6,93.4,7.1e-38
A0T0I9,B7K238,SP,Rippkaea orientalis (strain PCC 8801) ,122,607,73.0,93.4,1.2e-37
A0T0I9,Q2JV91,SP,Synechococcus sp. (strain JA-3-3Ab) ,122,607,73.8,93.4,1.2e-37
A0T0I9,Q8DMM2,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,122,606,73.8,95.1,1.4e-37
A0T0I9,B8HMR4,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,122,606,72.1,95.9,1.4e-37
A0T0I9,Q1KVR1,SP,Tetradesmus obliquus ,121,604,70.2,95.9,1.9e-37
A0T0I9,P11094,SP,Chlamydomonas reinhardtii ,122,604,73.0,95.1,1.9e-37
A0T0I9,P23405,SP,Cyanophora paradoxa ,122,604,69.7,95.1,1.9e-37
A0T0I9,B2ITP5,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,122,603,74.6,92.6,2.3e-37
A0T0J0,A0T0J0,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,82,525,100.0,100.0,3e-33
A0T0J0,P49560,SP,Trieres chinensis ,77,387,71.4,93.5,8.3e-23
A0T0J0,A0T0Y4,SP,Thalassiosira pseudonana ,77,379,71.1,93.4,3.3e-22
A0T0J0,B1WQS1,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,115,265,53.3,76.0,2.3e-13
A0T0J0,O46905,SP,Guillardia theta ,101,260,57.1,85.7,4.8e-13
A0T0J0,B1XJS8,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,116,258,52.1,79.5,7.9e-13
A0T0J0,Q1XDI5,SP,Neopyropia yezoensis ,116,255,57.7,77.5,1.3e-12
A0T0J0,P11893,SP,Pisum sativum ,194,256,50.0,78.7,2e-12
A0T0J0,Q02764,SP,Nicotiana tabacum ,187,254,46.3,78.7,2.7e-12
A0T0J0,B2XTE4,SP,Heterosigma akashiwo (strain NIES-293 / 8280G21-1) ,86,242,52.1,77.5,9.3e-12
A0T0J0,B2XTV0,SP,Heterosigma akashiwo (strain CCMP452 / OLISTH) ,86,242,52.1,77.5,9.3e-12
A0T0J0,P73309,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,115,243,46.7,81.3,1.1e-11
A0T0J0,B0JHZ2,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,117,242,45.6,75.9,1.3e-11
A0T0J0,Q9TLU3,SP,Cyanidium caldarium ,94,238,48.6,83.8,2.1e-11
A0T0J0,P27683,SP,Spinacia oleracea ,192,241,46.3,77.5,2.7e-11
A0T0J0,Q3MFB0,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,117,237,52.0,76.0,3.1e-11
A0T0J0,Q110B8,SP,Trichodesmium erythraeum (strain IMS101) ,122,236,52.0,73.3,3.9e-11
A0T0J0,A6MW12,SP,Rhodomonas salina ,102,232,50.0,77.9,6.4e-11
A0T0J0,P92959,SP,Arabidopsis thaliana ,198,235,47.5,73.8,7.9e-11
A0T0J0,Q31L18,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,113,231,48.0,77.3,8.5e-11
A0T0J1,A0T0J1,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,238,1561,100.0,100.0,7.6e-102
A0T0J1,P49547,SP,Trieres chinensis ,238,1248,75.2,92.4,5.5e-80
A0T0J1,A0T0Y5,SP,Thalassiosira pseudonana ,238,1232,74.4,95.4,7.2e-79
A0T0J1,B7K236,SP,Rippkaea orientalis (strain PCC 8801) ,180,573,55.1,82.1,5.3e-33
A0T0J1,B0C1E5,SP,Acaryochloris marina (strain MBIC 11017) ,181,571,50.6,80.1,7.3e-33
A0T0J1,P14807,SP,Cyanophora paradoxa ,181,568,55.6,83.0,1.2e-32
A0T0J1,A5GVX2,SP,Synechococcus sp. (strain RCC307) ,179,563,52.9,83.4,2.6e-32
A0T0J1,Q8DMM0,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,181,563,53.2,82.7,2.6e-32
A0T0J1,Q1XDI6,SP,Neopyropia yezoensis ,181,558,54.5,82.1,5.9e-32
A0T0J1,B1XJS7,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,181,556,55.1,82.7,8.2e-32
A0T0J1,Q3MFA9,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,182,556,55.1,79.5,8.2e-32
A0T0J1,Q8YPJ1,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,182,556,55.1,79.5,8.2e-32
A0T0J1,A9BCN5,SP,Prochlorococcus marinus (strain MIT 9211) ,179,558,49.2,74.3,9.4e-32
A0T0J1,P51302,SP,Porphyra purpurea ,181,553,53.2,81.4,1.3e-31
A0T0J1,O24701,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,179,550,54.3,78.4,2.1e-31
A0T0J1,Q7V9X4,SP,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) ,179,550,54.1,80.9,2.1e-31
A0T0J1,Q31L19,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,179,550,54.3,78.4,2.1e-31
A0T0J1,Q20F07,SP,Oltmannsiellopsis viridis ,180,550,56.2,84.0,2.1e-31
A0T0J1,B2ITP3,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,182,551,49.5,73.9,2.2e-31
A0T0J1,Q7UZV6,SP,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) ,178,552,47.9,76.6,2.5e-31
A0T0J2,A0T0J2,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,132,836,100.0,100.0,6.5e-55
A0T0J2,P49496,SP,Trieres chinensis ,132,705,82.6,93.2,3.1e-45
A0T0J2,A0T0Y6,SP,Thalassiosira pseudonana ,132,645,76.5,91.7,8.3e-41
A0T0J2,Q6B8W6,SP,Gracilaria tenuistipitata var. liui ,132,577,62.9,88.6,8.7e-36
A0T0J2,Q1XDI7,SP,Neopyropia yezoensis ,133,577,62.1,88.6,8.7e-36
A0T0J2,A6MW14,SP,Rhodomonas salina ,132,573,62.1,87.9,1.7e-35
A0T0J2,Q8DML9,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,133,572,61.8,88.5,2e-35
A0T0J2,P51301,SP,Porphyra purpurea ,133,569,61.4,88.6,3.4e-35
A0T0J2,O46907,SP,Guillardia theta ,132,561,60.6,87.1,1.3e-34
A0T0J2,Q110C0,SP,Trichodesmium erythraeum (strain IMS101) ,133,557,63.1,87.7,2.6e-34
A0T0J2,B1XJS6,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,133,551,62.3,86.2,7.3e-34
A0T0J2,B0JHZ0,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,133,547,62.3,86.2,1.4e-33
A0T0J2,B2ITP2,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,133,546,60.8,88.5,1.7e-33
A0T0J2,B7KI00,SP,Gloeothece citriformis (strain PCC 7424) ,133,543,60.8,83.8,2.8e-33
A0T0J2,P73307,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,133,540,60.5,87.6,4.7e-33
A0T0J2,B7K235,SP,Rippkaea orientalis (strain PCC 8801) ,133,539,60.0,84.6,5.6e-33
A0T0J2,B8HMR7,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,133,538,58.5,86.9,6.6e-33
A0T0J2,O24702,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,133,533,58.0,85.5,1.6e-32
A0T0J2,Q31L20,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,133,533,58.0,85.5,1.6e-32
A0T0J2,B0C1E6,SP,Acaryochloris marina (strain MBIC 11017) ,133,532,56.9,85.4,1.8e-32
A0T0J3,A0T0J3,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,178,1124,100.0,100.0,3.8e-75
A0T0J3,P49548,SP,Trieres chinensis ,179,812,71.9,87.1,2.4e-52
A0T0J3,A0T0Y7,SP,Thalassiosira pseudonana ,187,749,64.0,85.5,1e-47
A0T0J3,B7KI01,SP,Gloeothece citriformis (strain PCC 7424) ,179,597,52.2,79.8,1.2e-36
A0T0J3,A5GAV7,SP,Geotalea uraniireducens (strain Rf4) ,179,581,52.2,78.1,1.8e-35
A0T0J3,Q2JIL3,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,181,579,52.8,77.5,2.5e-35
A0T0J3,B5YDV8,SP,Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 / H-6-12) ,180,577,50.8,79.3,3.5e-35
A0T0J3,B8E1E8,SP,Dictyoglomus turgidum (strain DSM 6724 / Z-1310) ,180,573,49.2,79.9,6.9e-35
A0T0J3,Q2JQN4,SP,Synechococcus sp. (strain JA-3-3Ab) ,181,572,52.8,76.4,8.3e-35
A0T0J3,Q8ETW8,SP,Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831) ,178,571,51.7,73.6,9.6e-35
A0T0J3,P73306,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,179,570,49.4,77.5,1.1e-34
A0T0J3,B5EFR5,SP,Citrifermentans bemidjiense (strain ATCC BAA-1014 / DSM 16622 / JCM 12645 / Bem) ,179,570,52.8,74.7,1.1e-34
A0T0J3,B9M6G3,SP,Geotalea daltonii (strain DSM 22248 / JCM 15807 / FRC-32) ,179,569,51.7,77.0,1.4e-34
A0T0J3,B2A4F4,SP,Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF) ,178,567,51.7,74.7,1.9e-34
A0T0J3,Q3MFA7,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,182,562,49.4,76.4,4.5e-34
A0T0J3,B3E845,SP,Trichlorobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ) ,179,558,49.4,75.3,8.6e-34
A0T0J3,Q8YPJ3,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,182,558,48.3,76.4,8.8e-34
A0T0J3,O23049,SP,Arabidopsis thaliana ,223,558,48.3,75.3,1.1e-33
A0T0J3,Q6ME49,SP,Protochlamydia amoebophila (strain UWE25) ,180,555,49.4,80.3,1.4e-33
A0T0J3,A1ALV6,SP,Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1) ,179,554,47.2,77.0,1.7e-33
A0T0J4,A0T0J4,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,135,855,100.0,100.0,3.1e-56
A0T0J4,P49554,SP,Trieres chinensis ,135,765,86.7,97.0,1.4e-49
A0T0J4,A0T0Y8,SP,Thalassiosira pseudonana ,135,749,84.4,96.3,2.1e-48
A0T0J4,Q3MFA6,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,120,406,51.3,81.5,3.6e-23
A0T0J4,A5GVX5,SP,Synechococcus sp. (strain RCC307) ,120,396,51.3,80.3,2e-22
A0T0J4,Q8YPJ4,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,120,396,50.4,80.7,2e-22
A0T0J4,Q8SAY0,SP,Oryza sativa subsp. japonica ,170,397,49.6,77.4,2.5e-22
A0T0J4,Q5L3S3,SP,Geobacillus kaustophilus (strain HTA426) ,120,394,52.9,80.7,2.8e-22
A0T0J4,A5GIT0,SP,Synechococcus sp. (strain WH7803) ,122,394,53.4,81.4,2.8e-22
A0T0J4,O46909,SP,Guillardia theta ,107,392,52.9,87.3,3.4e-22
A0T0J4,A4IJK4,SP,Geobacillus thermodenitrificans (strain NG80-2) ,120,392,52.1,80.7,3.9e-22
A0T0J4,Q110C2,SP,Trichodesmium erythraeum (strain IMS101) ,120,390,51.7,80.0,5.5e-22
A0T0J4,P09415,SP,Geobacillus stearothermophilus ,120,389,52.1,79.8,6.5e-22
A0T0J4,A6TWG6,SP,Alkaliphilus metalliredigens (strain QYMF) ,122,389,47.5,81.7,6.7e-22
A0T0J4,B5YDV9,SP,Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 / H-6-12) ,122,387,48.8,80.8,9.4e-22
A0T0J4,B2ITP0,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,120,384,50.4,80.3,1.5e-21
A0T0J4,C5D3T3,SP,Geobacillus sp. (strain WCH70) ,120,383,52.9,79.8,1.8e-21
A0T0J4,P46899,SP,Bacillus subtilis (strain 168) ,120,382,56.2,85.7,2.1e-21
A0T0J4,A9VP93,SP,Bacillus mycoides (strain KBAB4) ,120,382,50.4,81.5,2.1e-21
A0T0J4,Q7V530,SP,Prochlorococcus marinus (strain MIT 9313) ,122,380,50.0,81.4,3.1e-21
A0T0J5,A0T0J5,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,176,1085,100.0,100.0,1.2e-66
A0T0J5,P49493,SP,Trieres chinensis ,185,889,80.6,93.7,2.5e-53
A0T0J5,A0T0Y9,SP,Thalassiosira pseudonana ,179,851,75.7,93.6,9.2e-51
A0T0J5,P23402,SP,Cyanophora paradoxa ,169,642,61.0,84.8,1.3e-36
A0T0J5,B7KI03,SP,Gloeothece citriformis (strain PCC 7424) ,173,628,60.7,85.1,1.2e-35
A0T0J5,Q3MFA5,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,174,628,60.0,81.7,1.2e-35
A0T0J5,Q8YPJ5,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,174,628,60.0,81.7,1.2e-35
A0T0J5,B2ITN9,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,175,623,61.6,84.1,2.6e-35
A0T0J5,O46910,SP,Guillardia theta ,169,622,60.0,83.6,2.9e-35
A0T0J5,A6MW17,SP,Rhodomonas salina ,168,619,60.6,83.0,4.5e-35
A0T0J5,B0C1E9,SP,Acaryochloris marina (strain MBIC 11017) ,177,609,58.7,83.8,2.3e-34
A0T0J5,B0JHY7,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,173,603,60.1,82.7,5.7e-34
A0T0J5,P73304,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,173,601,58.3,84.5,7.8e-34
A0T0J5,B7K232,SP,Rippkaea orientalis (strain PCC 8801) ,173,598,58.9,83.9,1.2e-33
A0T0J5,P59126,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,174,597,58.5,82.9,1.5e-33
A0T0J5,Q4G352,SP,Emiliania huxleyi ,159,596,59.7,85.7,1.5e-33
A0T0J5,O24705,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,180,592,54.7,84.7,3.3e-33
A0T0J5,Q31L23,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,180,592,54.7,84.7,3.3e-33
A0T0J5,B1XJJ1,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,173,587,55.6,82.5,6.9e-33
A0T0J5,B1WQS7,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,173,583,56.5,83.9,1.3e-32
A0T0J7,A0T0J7,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,37,266,100.0,100.0,4.4e-18
A0T0J7,A0T0Z1,SP,Thalassiosira pseudonana ,37,255,94.6,100.0,4.7e-17
A0T0J7,Q3AMQ0,SP,Synechococcus sp. (strain CC9605) ,37,247,89.2,97.3,2.7e-16
A0T0J7,Q7U4I0,SP,Parasynechococcus marenigrum (strain WH8102) ,37,245,86.5,97.3,4.1e-16
A0T0J7,Q3AW73,SP,Synechococcus sp. (strain CC9902) ,37,245,86.5,97.3,4.1e-16
A0T0J7,B8G1Z0,SP,Desulfitobacterium hafniense (strain DSM 10664 / DCB-2) ,37,244,86.5,97.3,5.1e-16
A0T0J7,Q250K8,SP,Desulfitobacterium hafniense (strain Y51) ,37,244,86.5,97.3,5.1e-16
A0T0J7,B7KI08,SP,Gloeothece citriformis (strain PCC 7424) ,37,243,86.5,100.0,6.4e-16
A0T0J7,P66302,SP,Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680) ,37,242,81.1,100.0,7.9e-16
A0T0J7,Q0P3P7,SP,Ostreococcus tauri ,37,242,89.2,94.6,7.9e-16
A0T0J7,A2CC48,SP,Prochlorococcus marinus (strain MIT 9303) ,37,242,86.5,97.3,7.9e-16
A0T0J7,A5GIS5,SP,Synechococcus sp. (strain WH7803) ,37,242,86.5,94.6,7.9e-16
A0T0J7,P66301,SP,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) ,37,242,81.1,100.0,7.9e-16
A0T0J7,Q7TUP2,SP,Prochlorococcus marinus (strain MIT 9313) ,37,241,86.5,97.3,9.8e-16
A0T0J7,A5GVY0,SP,Synechococcus sp. (strain RCC307) ,37,241,83.8,97.3,9.8e-16
A0T0J7,P49568,SP,Trieres chinensis ,37,239,91.9,94.6,1.5e-15
A0T0J7,Q1XDJ2,SP,Neopyropia yezoensis ,37,238,81.1,97.3,1.9e-15
A0T0J7,P51296,SP,Porphyra purpurea ,37,237,81.1,97.3,2.3e-15
A0T0J7,Q0ID25,SP,Synechococcus sp. (strain CC9311) ,37,236,83.8,94.6,2.9e-15
A0T0J7,Q6A6Q7,SP,Cutibacterium acnes (strain DSM 16379 / KPA171202) ,37,236,78.4,100.0,2.9e-15
A0T0J8,A0T0J8,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,123,781,100.0,100.0,4.4e-48
A0T0J8,P49501,SP,Trieres chinensis ,123,702,88.6,95.9,1.5e-42
A0T0J8,A0T0Z2,SP,Thalassiosira pseudonana ,123,661,82.1,96.7,1.1e-39
A0T0J8,Q8DML1,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,126,502,61.0,87.8,1.7e-28
A0T0J8,Q97EK3,SP,Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) ,123,493,61.0,88.6,6.9e-28
A0T0J8,P48137,SP,Cyanophora paradoxa ,126,491,57.7,86.2,9.8e-28
A0T0J8,Q2JUJ3,SP,Synechococcus sp. (strain JA-3-3Ab) ,127,489,61.0,87.0,1.4e-27
A0T0J8,Q2JL76,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,127,483,61.0,87.0,3.6e-27
A0T0J8,Q1XDJ3,SP,Neopyropia yezoensis ,126,482,58.5,87.8,4.2e-27
A0T0J8,B0TC82,SP,Heliobacterium modesticaldum (strain ATCC 51547 / Ice1) ,123,481,61.0,84.6,4.8e-27
A0T0J8,B2ITN3,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,126,480,58.5,87.0,5.8e-27
A0T0J8,A6MW20,SP,Rhodomonas salina ,123,478,59.3,84.6,7.8e-27
A0T0J8,B7KI09,SP,Gloeothece citriformis (strain PCC 7424) ,127,474,56.1,87.8,1.5e-26
A0T0J8,Q8YPK1,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,126,473,56.9,87.0,1.8e-26
A0T0J8,B8HMS6,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,126,473,56.9,86.2,1.8e-26
A0T0J8,P51295,SP,Porphyra purpurea ,126,472,57.7,87.0,2.1e-26
A0T0J8,B0JY40,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,127,472,55.3,87.0,2.1e-26
A0T0J8,B1XJI6,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,125,470,56.9,87.0,2.9e-26
A0T0J8,Q3MF99,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,126,470,56.1,87.0,2.9e-26
A0T0J8,A1ALW4,SP,Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1) ,122,469,56.1,87.0,3.3e-26
A0T0J9,A0T0J9,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,130,815,100.0,100.0,1.1e-48
A0T0J9,P49499,SP,Trieres chinensis ,130,724,85.4,94.6,1.7e-42
A0T0J9,A0T0Z3,SP,Thalassiosira pseudonana ,130,688,80.8,96.2,4.8e-40
A0T0J9,P73298,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,130,588,65.4,88.5,3e-33
A0T0J9,B0C431,SP,Acaryochloris marina (strain MBIC 11017) ,130,585,63.8,88.5,4.8e-33
A0T0J9,B7K225,SP,Rippkaea orientalis (strain PCC 8801) ,130,584,63.1,88.5,5.6e-33
A0T0J9,B7KI10,SP,Gloeothece citriformis (strain PCC 7424) ,130,584,63.8,88.5,5.6e-33
A0T0J9,B0JY39,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,130,583,64.6,89.2,6.6e-33
A0T0J9,P51294,SP,Porphyra purpurea ,130,582,65.4,90.0,7.7e-33
A0T0J9,O24709,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,130,580,66.2,88.5,1e-32
A0T0J9,Q31L29,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,130,580,66.2,88.5,1e-32
A0T0J9,B2ITN2,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,131,580,66.4,89.1,1.1e-32
A0T0J9,B8HMS7,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,132,580,65.4,89.8,1.1e-32
A0T0J9,Q1XDJ4,SP,Neopyropia yezoensis ,130,579,65.4,88.5,1.2e-32
A0T0J9,Q3MF98,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,131,576,65.6,89.1,2e-32
A0T0J9,Q8YPK2,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,131,576,65.6,89.1,2e-32
A0T0J9,P59379,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,130,574,63.8,89.2,2.7e-32
